Review_ID,Rating,Year_Month,Reviewer_Location,Branch,continent
289946293,5,2014-8,United Kingdom,Disneyland_Paris,Europe
618076912,1,2018-9,Philippines,Disneyland_HongKong,Asia
129569688,5,2012-4,United States,Disneyland_California,Americas
628566077,1,2018-10,Canada,Disneyland_California,Americas
246331427,4,2014-12,Philippines,Disneyland_HongKong,Asia
556965662,5,2018-1,United Kingdom,Disneyland_Paris,Europe
153769780,5,2013-2,United Kingdom,Disneyland_California,Europe
565732282,5,2018-2,Canada,Disneyland_California,Americas
577319838,5,2018-4,Singapore,Disneyland_Paris,Asia
432809414,5,2016-10,United Kingdom,Disneyland_California,Europe
220214783,5,2013-11,United Kingdom,Disneyland_Paris,Europe
164870310,3,2013-6,United States,Disneyland_California,Americas
7260300,5,missing,United Kingdom,Disneyland_Paris,Europe
282493186,5,2015-6,Canada,Disneyland_California,Americas
500056784,5,2016-11,Philippines,Disneyland_HongKong,Asia
435263212,4,2016-7,Romania,Disneyland_HongKong,Europe
460308357,4,2017-2,United States,Disneyland_Paris,Americas
174426245,5,2013-3,United Kingdom,Disneyland_California,Europe
336957450,5,2015-7,Indonesia,Disneyland_HongKong,Asia
630424473,5,2018-11,United Kingdom,Disneyland_Paris,Europe
144352460,4,2012-10,United States,Disneyland_California,Americas
212909573,2,2014-3,United States,Disneyland_California,Americas
288407724,3,2015-7,Sweden,Disneyland_Paris,Europe
151265478,5,2013-1,Ireland,Disneyland_Paris,Europe
135475745,4,2012-7,South Africa,Disneyland_Paris,Africa
170570847,3,2013-7,United States,Disneyland_California,Americas
46240573,4,missing,United States,Disneyland_California,Americas
219209361,5,2014-4,Australia,Disneyland_California,Oceania
257718908,4,2015-2,United Kingdom,Disneyland_Paris,Europe
484889049,5,2017-4,Ireland,Disneyland_Paris,Europe
127330286,5,2011-11,United Kingdom,Disneyland_Paris,Europe
290253993,5,2015-4,Canada,Disneyland_California,Americas
530861857,5,2017-10,United Kingdom,Disneyland_Paris,Europe
371043809,4,2015-12,Canada,Disneyland_HongKong,Americas
202072145,5,2014-4,Canada,Disneyland_California,Americas
653487396,4,2019-2,United States,Disneyland_California,Americas
215124688,5,2014-6,Australia,Disneyland_California,Oceania
152676072,5,2013-2,Greece,Disneyland_HongKong,Europe
465580626,4,2017-1,United Kingdom,Disneyland_HongKong,Europe
557452824,5,2017-2,India,Disneyland_HongKong,Asia
568204789,3,2018-3,Canada,Disneyland_Paris,Americas
123169315,5,2012-1,United States,Disneyland_California,Americas
198957018,4,2014-3,United States,Disneyland_Paris,Americas
115950861,4,2011-7,Norway,Disneyland_Paris,Europe
553759970,4,2018-1,Australia,Disneyland_California,Oceania
132117396,4,2012-6,United Kingdom,Disneyland_Paris,Europe
94821035,5,2011-1,United Kingdom,Disneyland_Paris,Europe
535786405,2,2017-10,Philippines,Disneyland_HongKong,Asia
165456835,4,2013-6,Indonesia,Disneyland_HongKong,Asia
586712874,2,2018-6,United Kingdom,Disneyland_Paris,Europe
450376516,3,2016-12,United Arab Emirates,Disneyland_HongKong,Asia
160776910,4,2013-1,Canada,Disneyland_California,Americas
453818219,5,2017-1,Malaysia,Disneyland_HongKong,Asia
126198327,5,2012-3,United States,Disneyland_California,Americas
414298326,5,2016-7,Israel,Disneyland_California,Asia
136457542,5,2011-9,Indonesia,Disneyland_HongKong,Asia
501522368,4,2017-7,United Kingdom,Disneyland_Paris,Europe
561563284,5,2017-7,United States,Disneyland_California,Americas
440341678,5,2016-11,United Kingdom,Disneyland_HongKong,Europe
582056525,3,2017-11,United States,Disneyland_Paris,Americas
367628639,5,2016-4,Canada,Disneyland_California,Americas
248324416,4,2014-12,United States,Disneyland_California,Americas
165137735,5,2013-6,United States,Disneyland_California,Americas
444566788,3,2016-1,Hong Kong,Disneyland_HongKong,Asia
225743226,5,2014-8,United States,Disneyland_California,Americas
462748568,4,2017-2,United Kingdom,Disneyland_California,Europe
263983581,5,2014-12,United States,Disneyland_California,Americas
305402465,4,2015-8,United Kingdom,Disneyland_HongKong,Europe
664908302,5,2019-4,Australia,Disneyland_California,Oceania
493602396,5,2017-3,Australia,Disneyland_Paris,Oceania
146943215,5,2012-12,United Kingdom,Disneyland_Paris,Europe
290080357,3,2014-8,United States,Disneyland_California,Americas
248873305,5,2014-12,United States,Disneyland_California,Americas
520098676,5,2017-9,Australia,Disneyland_California,Oceania
310751741,5,2015-9,United Kingdom,Disneyland_Paris,Europe
225954047,4,2014-8,United Kingdom,Disneyland_Paris,Europe
314570092,5,2015-9,United States,Disneyland_California,Americas
369792154,5,2016-5,United Kingdom,Disneyland_Paris,Europe
126490281,5,2011-4,Portugal,Disneyland_California,Europe
212319203,1,2014-6,United States,Disneyland_HongKong,Americas
463395867,3,2017-2,United Kingdom,Disneyland_Paris,Europe
446393482,3,2016-12,Australia,Disneyland_HongKong,Oceania
537877960,5,2017-10,United Kingdom,Disneyland_Paris,Europe
201303239,5,2014-4,United Kingdom,Disneyland_Paris,Europe
153907379,3,2013-3,Singapore,Disneyland_HongKong,Asia
575020747,4,2018-4,Australia,Disneyland_HongKong,Oceania
655118586,3,2019-2,Indonesia,Disneyland_HongKong,Asia
564164075,5,2018-1,United States,Disneyland_California,Americas
224498537,3,2014-8,United Kingdom,Disneyland_Paris,Europe
168437220,5,2013-7,United States,Disneyland_California,Americas
178475674,2,2013-9,Australia,Disneyland_Paris,Oceania
131129019,5,2011-12,Australia,Disneyland_HongKong,Oceania
608674710,5,2018-8,Malaysia,Disneyland_HongKong,Asia
658338907,4,2019-2,United States,Disneyland_HongKong,Americas
621518161,5,2018-9,United States,Disneyland_California,Americas
551169944,5,2017-6,Indonesia,Disneyland_Paris,Asia
158206287,5,2013-4,Australia,Disneyland_California,Oceania
171943519,4,2013-8,United Kingdom,Disneyland_Paris,Europe
588709221,5,2017-8,United Arab Emirates,Disneyland_Paris,Asia
130183172,5,2012-5,Canada,Disneyland_California,Americas
482495488,4,2017-5,United States,Disneyland_HongKong,Americas
336747718,5,2015-12,Bulgaria,Disneyland_Paris,Europe
273181841,5,missing,United States,Disneyland_California,Americas
188490198,5,2013-12,United Kingdom,Disneyland_Paris,Europe
388380306,3,2016-7,Saudi Arabia,Disneyland_Paris,Asia
362068271,4,2016-3,United Kingdom,Disneyland_Paris,Europe
337648026,2,2015-12,United States,Disneyland_California,Americas
389088208,5,2016-6,India,Disneyland_HongKong,Asia
159259343,5,2013-3,United Kingdom,Disneyland_Paris,Europe
362666613,5,2016-3,Canada,Disneyland_California,Americas
597657119,5,2018-7,India,Disneyland_HongKong,Asia
206073753,5,2014-5,United States,Disneyland_California,Americas
597963182,5,2018-7,New Zealand,Disneyland_California,Oceania
300053821,5,2015-8,India,Disneyland_California,Asia
437636509,5,2015-12,Singapore,Disneyland_HongKong,Asia
191211132,5,2014-1,United Kingdom,Disneyland_Paris,Europe
323355956,5,2015-10,United Kingdom,Disneyland_Paris,Europe
341094522,4,2015-11,India,Disneyland_HongKong,Asia
278114359,5,2015-2,United States,Disneyland_California,Americas
546249132,5,2017-12,United States,Disneyland_California,Americas
240897305,5,2014-11,United States,Disneyland_California,Americas
616572643,5,2018-9,United States,Disneyland_California,Americas
123484447,5,2011-5,Philippines,Disneyland_HongKong,Asia
161843692,4,2013-5,India,Disneyland_Paris,Asia
238704245,5,2014-11,Australia,Disneyland_California,Oceania
443078259,5,2016-11,United Kingdom,Disneyland_Paris,Europe
310001785,5,2015-8,New Zealand,Disneyland_California,Oceania
468323967,5,2017-3,Iran,Disneyland_HongKong,Asia
391270847,5,2016-7,United Kingdom,Disneyland_Paris,Europe
168942995,5,2013-7,United States,Disneyland_California,Americas
129853153,4,missing,United Kingdom,Disneyland_Paris,Europe
215588013,5,2014-6,United Kingdom,Disneyland_California,Europe
449804083,5,2016-12,India,Disneyland_HongKong,Asia
176015258,4,2013-9,United Kingdom,Disneyland_Paris,Europe
642671934,2,2018-12,United Kingdom,Disneyland_Paris,Europe
145772021,5,2012-4,United States,Disneyland_California,Americas
118010038,5,2010-10,United States,Disneyland_California,Americas
352086271,4,2016-2,Philippines,Disneyland_HongKong,Asia
156080350,4,2013-3,United Kingdom,Disneyland_Paris,Europe
613999698,4,2018-8,United Kingdom,Disneyland_Paris,Europe
335391812,5,2015-12,India,Disneyland_HongKong,Asia
246761382,5,2014-12,Australia,Disneyland_HongKong,Oceania
242615912,5,2014-11,United States,Disneyland_California,Americas
253507784,5,2014-9,United States,Disneyland_California,Americas
296115544,5,2015-8,United Kingdom,Disneyland_Paris,Europe
260967783,5,2015-3,Canada,Disneyland_California,Americas
560596771,1,2018-1,United Kingdom,Disneyland_Paris,Europe
234581778,3,2014-10,New Zealand,Disneyland_Paris,Oceania
379526505,3,2016-6,United Kingdom,Disneyland_Paris,Europe
338029914,5,2016-1,United States,Disneyland_California,Americas
338856715,3,2016-1,Australia,Disneyland_HongKong,Oceania
636750114,3,2018-11,United States,Disneyland_California,Americas
201089129,5,2014-4,Austria,Disneyland_California,Europe
162455170,5,2013-5,United States,Disneyland_California,Americas
455267996,4,2017-1,United States,Disneyland_California,Americas
160701255,5,2013-5,Philippines,Disneyland_HongKong,Asia
480566903,3,2017-4,United States,Disneyland_California,Americas
1768868,5,missing,Canada,Disneyland_California,Americas
460143046,5,2016-9,United States,Disneyland_California,Americas
484328036,5,2017-5,United Kingdom,Disneyland_Paris,Europe
443419034,5,2016-12,United States,Disneyland_California,Americas
273157715,4,2015-5,Australia,Disneyland_HongKong,Oceania
342393177,5,2015-11,United Kingdom,Disneyland_Paris,Europe
647885221,4,2019-1,United States,Disneyland_California,Americas
215634655,5,2014-6,United States,Disneyland_Paris,Americas
145125196,4,2012-10,Australia,Disneyland_Paris,Oceania
527722623,5,2017-9,Australia,Disneyland_California,Oceania
264116174,4,2015-3,Canada,Disneyland_California,Americas
455792029,5,2016-4,India,Disneyland_Paris,Asia
469145367,1,2017-3,United States,Disneyland_California,Americas
216068266,5,2013-8,United States,Disneyland_California,Americas
211301963,3,2014-6,Australia,Disneyland_HongKong,Oceania
596273767,4,2018-7,Indonesia,Disneyland_HongKong,Asia
393758443,5,2016-6,United States,Disneyland_California,Americas
627028236,5,2018-8,United Kingdom,Disneyland_California,Europe
362252909,5,2016-4,United Kingdom,Disneyland_Paris,Europe
339958595,4,2016-1,Ireland,Disneyland_Paris,Europe
259546017,4,2014-4,Malaysia,Disneyland_HongKong,Asia
533245244,4,2017-2,France,Disneyland_California,Europe
165316051,5,2013-6,United States,Disneyland_California,Americas
268592499,5,2015-4,Mexico,Disneyland_California,Americas
373889654,5,2016-5,Canada,Disneyland_California,Americas
565243020,5,2017-11,Isle of Man,Disneyland_HongKong,Europe
236113554,5,2013-11,United States,Disneyland_California,Americas
183525221,5,2013-10,United States,Disneyland_California,Americas
336262594,5,2015-12,Australia,Disneyland_California,Oceania
226938735,5,2014-8,United Kingdom,Disneyland_Paris,Europe
323444911,5,2015-10,United Kingdom,Disneyland_Paris,Europe
307653936,5,2015-8,United States,Disneyland_California,Americas
433106111,5,2016-10,India,Disneyland_HongKong,Asia
357928749,1,2016-3,Ireland,Disneyland_Paris,Europe
136177080,5,2012-7,United States,Disneyland_California,Americas
419864933,5,2016-9,United States,Disneyland_HongKong,Americas
546463890,5,2017-12,Portugal,Disneyland_Paris,Europe
462142188,5,2017-2,United Kingdom,Disneyland_California,Europe
576843939,4,2018-4,United States,Disneyland_California,Americas
455237345,5,2016-10,United States,Disneyland_HongKong,Americas
123497689,4,2012-1,United States,Disneyland_California,Americas
132832657,5,2012-6,United States,Disneyland_California,Americas
288258012,1,2015-7,France,Disneyland_Paris,Europe
463847608,5,2016-12,United States,Disneyland_California,Americas
570617493,4,2018-3,United Kingdom,Disneyland_California,Europe
195217862,5,2014-1,Canada,Disneyland_California,Americas
207401912,5,2014-5,United Kingdom,Disneyland_Paris,Europe
471277347,3,2016-4,Hong Kong,Disneyland_HongKong,Asia
116620454,4,2011-8,United States,Disneyland_California,Americas
234044208,1,2014-10,United States,Disneyland_California,Americas
290624689,5,2014-12,Japan,Disneyland_California,Asia
171452507,5,2012-9,United Kingdom,Disneyland_Paris,Europe
214693231,3,2014-7,United Kingdom,Disneyland_California,Europe
326192083,5,2015-5,Australia,Disneyland_California,Oceania
236454302,5,2014-10,New Zealand,Disneyland_California,Oceania
298076107,4,2015-7,United Kingdom,Disneyland_California,Europe
304162727,5,2015-8,United States,Disneyland_California,Americas
186342460,5,2013-9,United States,Disneyland_California,Americas
262493557,5,2015-3,United Kingdom,Disneyland_Paris,Europe
546853895,5,2017-12,Australia,Disneyland_California,Oceania
554595139,5,2018-1,United Kingdom,Disneyland_Paris,Europe
215996297,4,2014-7,United States,Disneyland_California,Americas
180595889,5,2013-8,United States,Disneyland_Paris,Americas
287778471,4,2015-6,United States,Disneyland_California,Americas
130052393,5,2012-5,United States,Disneyland_California,Americas
519216571,4,2017-8,Botswana,Disneyland_HongKong,Africa
521078490,3,missing,Lebanon,Disneyland_Paris,Asia
133311173,5,2012-6,Ireland,Disneyland_Paris,Europe
173128718,4,2013-8,United Kingdom,Disneyland_Paris,Europe
635930934,4,2018-11,Singapore,Disneyland_HongKong,Asia
289395073,5,2014-12,United States,Disneyland_California,Americas
643898960,4,2019-1,United States,Disneyland_California,Americas
361844693,5,2016-3,United Kingdom,Disneyland_Paris,Europe
281310103,4,2015-6,Switzerland,Disneyland_Paris,Europe
196311551,5,2013-12,United States,Disneyland_California,Americas
501093208,5,2017-6,India,Disneyland_HongKong,Asia
278572051,4,2015-4,Japan,Disneyland_California,Asia
341283871,5,2016-1,United States,Disneyland_California,Americas
324534925,4,2015-10,Australia,Disneyland_California,Oceania
119783904,2,2011-10,United Kingdom,Disneyland_Paris,Europe
425968440,2,2016-10,United States,Disneyland_California,Americas
124719367,5,2012-2,Philippines,Disneyland_HongKong,Asia
493896941,5,2017-5,United Kingdom,Disneyland_Paris,Europe
37428819,3,missing,New Zealand,Disneyland_HongKong,Oceania
400713061,5,2016-5,United Kingdom,Disneyland_Paris,Europe
530866762,5,2017-9,United Kingdom,Disneyland_HongKong,Europe
199433112,5,2014-3,Australia,Disneyland_California,Oceania
208276978,4,2014-5,United States,Disneyland_California,Americas
145403850,5,2012-11,United States,Disneyland_California,Americas
141786377,5,2012-9,Canada,Disneyland_California,Americas
133407855,4,2012-6,United States,Disneyland_California,Americas
90683692,5,missing,United States,Disneyland_California,Americas
130039746,5,missing,Hong Kong,Disneyland_HongKong,Asia
134138344,5,2012-6,United States,Disneyland_California,Americas
156644093,5,2013-1,New Zealand,Disneyland_California,Oceania
287644623,3,2015-7,United States,Disneyland_California,Americas
211774417,4,2014-4,India,Disneyland_HongKong,Asia
156794944,4,2013-4,United Kingdom,Disneyland_Paris,Europe
455094289,2,2017-1,United States,Disneyland_California,Americas
156973671,3,2013-4,United Kingdom,Disneyland_Paris,Europe
534818454,4,2017-10,United Kingdom,Disneyland_Paris,Europe
318366330,5,2015-9,United Kingdom,Disneyland_HongKong,Europe
480680524,4,2017-4,United States,Disneyland_California,Americas
507208225,1,2017-5,Denmark,Disneyland_Paris,Europe
588842598,5,2018-5,India,Disneyland_HongKong,Asia
156682981,4,2013-3,United Kingdom,Disneyland_Paris,Europe
111489166,5,2011-5,United States,Disneyland_Paris,Americas
494659891,5,2017-6,United States,Disneyland_California,Americas
469886659,3,2016-8,United Kingdom,Disneyland_Paris,Europe
232771284,2,2014-9,Australia,Disneyland_Paris,Oceania
166401324,5,2013-7,Indonesia,Disneyland_HongKong,Asia
432645338,4,2016-10,United Kingdom,Disneyland_HongKong,Europe
154748938,5,2012-8,United States,Disneyland_California,Americas
226390914,5,2014-7,United States,Disneyland_California,Americas
154263988,2,2013-3,United Kingdom,Disneyland_Paris,Europe
503554672,5,2017-7,Australia,Disneyland_Paris,Oceania
200522434,5,2014-4,United States,Disneyland_California,Americas
201901810,4,2014-2,India,Disneyland_California,Asia
146280900,5,2012-11,United Kingdom,Disneyland_Paris,Europe
146609075,5,2012-11,United Kingdom,Disneyland_Paris,Europe
349150800,5,2015-7,United States,Disneyland_California,Americas
242058176,2,2014-11,United Kingdom,Disneyland_Paris,Europe
409169820,2,2016-6,United Kingdom,Disneyland_Paris,Europe
294479743,5,2015-7,United States,Disneyland_California,Americas
424874171,5,2016-9,Australia,Disneyland_California,Oceania
127190860,4,2012-3,United States,Disneyland_California,Americas
298095685,3,2015-7,United States,Disneyland_California,Americas
477183545,5,2017-1,United Kingdom,Disneyland_Paris,Europe
217326195,5,2014-5,United States,Disneyland_California,Americas
140278254,4,2012-9,United States,Disneyland_California,Americas
181021011,5,2013-9,Canada,Disneyland_California,Americas
233136701,1,2014-10,United States,Disneyland_California,Americas
197490161,5,2014-3,United States,Disneyland_California,Americas
614241276,3,2018-9,New Zealand,Disneyland_HongKong,Oceania
332529168,5,2015-7,Malaysia,Disneyland_California,Asia
218994445,5,2014-7,Sweden,Disneyland_California,Europe
236492339,5,missing,Singapore,Disneyland_HongKong,Asia
374497043,5,2016-5,United States,Disneyland_California,Americas
131118866,5,2012-5,United Kingdom,Disneyland_Paris,Europe
223849736,3,2014-8,Bulgaria,Disneyland_Paris,Europe
168155152,5,2013-7,United States,Disneyland_California,Americas
598824798,5,2018-6,United States,Disneyland_California,Americas
204421800,2,2014-5,New Zealand,Disneyland_California,Oceania
430948391,3,2016-10,United States,Disneyland_California,Americas
528613734,3,2017-9,Australia,Disneyland_California,Oceania
141870194,2,2012-9,United States,Disneyland_California,Americas
568561146,5,2018-3,Australia,Disneyland_HongKong,Oceania
141119483,5,2012-5,United Kingdom,Disneyland_Paris,Europe
201724484,2,2014-4,United States,Disneyland_California,Americas
168776260,4,2013-7,Ireland,Disneyland_Paris,Europe
384345697,1,2016-6,United States,Disneyland_California,Americas
190204602,2,2013-11,Australia,Disneyland_HongKong,Oceania
510115044,3,2017-7,United States,Disneyland_California,Americas
394511796,4,2016-6,United States,Disneyland_HongKong,Americas
488115818,3,2017-5,United Kingdom,Disneyland_California,Europe
475717668,4,2017-2,United States,Disneyland_California,Americas
125304845,4,2012-2,United States,Disneyland_California,Americas
437271224,2,2016-10,Australia,Disneyland_California,Oceania
311207465,5,2015-9,Australia,Disneyland_Paris,Oceania
277833213,5,2014-11,United Kingdom,Disneyland_HongKong,Europe
462003792,1,2017-2,United Kingdom,Disneyland_Paris,Europe
312548498,5,2015-9,Australia,Disneyland_California,Oceania
491029741,5,2017-6,United States,Disneyland_California,Americas
35782141,4,missing,United States,Disneyland_Paris,Americas
168781436,2,2013-7,United States,Disneyland_Paris,Americas
358099086,3,2016-1,United Kingdom,Disneyland_Paris,Europe
469848080,4,2017-3,United States,Disneyland_California,Americas
243395000,5,2014-10,Australia,Disneyland_California,Oceania
149657851,3,2012-12,Canada,Disneyland_California,Americas
619299691,5,2018-9,New Zealand,Disneyland_California,Oceania
207646643,4,2013-11,United States,Disneyland_California,Americas
430152919,4,2016-9,United States,Disneyland_HongKong,Americas
530528957,5,2017-8,United Kingdom,Disneyland_Paris,Europe
199093942,3,2014-3,United States,Disneyland_California,Americas
350946445,5,2016-1,United States,Disneyland_California,Americas
454075003,3,2017-1,Australia,Disneyland_California,Oceania
151461989,4,2013-1,United States,Disneyland_California,Americas
206756631,3,2014-5,United States,Disneyland_California,Americas
377064095,1,2016-5,United Kingdom,Disneyland_Paris,Europe
143395380,5,2012-10,United Kingdom,Disneyland_Paris,Europe
319354972,5,2015-10,South Africa,Disneyland_Paris,Africa
468108971,4,2017-2,United Kingdom,Disneyland_Paris,Europe
315723334,5,2014-11,New Zealand,Disneyland_California,Oceania
561995531,2,2018-2,United Kingdom,Disneyland_Paris,Europe
290944916,4,2014-8,Finland,Disneyland_HongKong,Europe
255170749,3,2015-2,Norway,Disneyland_HongKong,Europe
126870370,4,2012-3,United States,Disneyland_Paris,Americas
307288966,4,2015-9,United Kingdom,Disneyland_Paris,Europe
460688292,3,2017-2,United Kingdom,Disneyland_Paris,Europe
475474633,4,2017-3,United Kingdom,Disneyland_Paris,Europe
168349775,5,2013-4,New Zealand,Disneyland_California,Oceania
202004247,5,2014-4,Singapore,Disneyland_California,Asia
654000440,5,2019-2,Hong Kong,Disneyland_HongKong,Asia
114677349,5,2011-4,Australia,Disneyland_HongKong,Oceania
484962775,5,2016-6,Ireland,Disneyland_Paris,Europe
478662924,5,2017-4,United States,Disneyland_California,Americas
259173731,4,2015-3,United States,Disneyland_California,Americas
433098324,5,2016-3,United States,Disneyland_California,Americas
161194301,3,2013-5,United States,Disneyland_California,Americas
508556450,4,2017-8,United Kingdom,Disneyland_Paris,Europe
374359625,5,2016-3,United States,Disneyland_California,Americas
328714965,3,2015-11,Australia,Disneyland_California,Oceania
289410626,3,2014-12,United States,Disneyland_California,Americas
417637341,5,2016-4,United States,Disneyland_California,Americas
178257212,5,2013-1,United Arab Emirates,Disneyland_Paris,Asia
364171566,5,2016-3,Greece,Disneyland_Paris,Europe
132418193,4,2012-6,United States,Disneyland_California,Americas
508243695,5,2017-8,United States,Disneyland_California,Americas
208047758,5,2013-6,United States,Disneyland_California,Americas
455099287,5,2017-1,Norway,Disneyland_HongKong,Europe
158551766,5,2013-4,United States,Disneyland_California,Americas
382348303,5,2016-6,United States,Disneyland_HongKong,Americas
111269932,3,2011-5,India,Disneyland_HongKong,Asia
586300138,4,2018-6,United States,Disneyland_California,Americas
567862969,5,2018-3,United Kingdom,Disneyland_HongKong,Europe
309449771,3,2015-5,Australia,Disneyland_HongKong,Oceania
323534776,3,2015-10,United States,Disneyland_California,Americas
300718500,5,2015-5,United States,Disneyland_California,Americas
157613414,5,2013-4,United States,Disneyland_California,Americas
425679167,3,2016-10,United States,Disneyland_HongKong,Americas
263512172,5,2015-4,Australia,Disneyland_California,Oceania
451409085,5,2017-1,United States,Disneyland_HongKong,Americas
293761542,5,2015-2,United States,Disneyland_California,Americas
406130633,5,2016-8,United States,Disneyland_California,Americas
138730919,5,2012-8,Canada,Disneyland_California,Americas
174404838,5,2013-8,United Kingdom,Disneyland_Paris,Europe
335287989,5,2015-12,United States,Disneyland_HongKong,Americas
47117550,5,missing,United States,Disneyland_Paris,Americas
454321054,5,2017-1,New Zealand,Disneyland_California,Oceania
255288642,5,2015-2,United States,Disneyland_California,Americas
580554768,3,2018-5,United Kingdom,Disneyland_Paris,Europe
382011332,2,2015-11,United States,Disneyland_California,Americas
240326595,3,2014-11,New Zealand,Disneyland_California,Oceania
337751331,5,2015-12,South Africa,Disneyland_HongKong,Africa
285633133,5,2015-5,United Kingdom,Disneyland_California,Europe
171451031,5,2012-10,Lebanon,Disneyland_Paris,Asia
167385017,3,2013-7,United Kingdom,Disneyland_Paris,Europe
306017049,5,2015-8,Canada,Disneyland_California,Americas
39871831,3,missing,United Kingdom,Disneyland_Paris,Europe
216012912,5,2014-7,Australia,Disneyland_HongKong,Oceania
172628213,4,2013-8,United Kingdom,Disneyland_Paris,Europe
136692195,5,2012-7,United States,Disneyland_California,Americas
392450787,5,2015-10,India,Disneyland_HongKong,Asia
622725881,4,2018-10,United States,Disneyland_California,Americas
290604284,1,2014-10,United States,Disneyland_California,Americas
543609341,5,2017-11,United States,Disneyland_California,Americas
337649958,5,2016-1,United Kingdom,Disneyland_Paris,Europe
294524659,1,2015-8,Canada,Disneyland_Paris,Americas
398215787,5,2015-10,Philippines,Disneyland_HongKong,Asia
155943503,5,2013-2,Australia,Disneyland_California,Oceania
118365532,3,2011-8,United Kingdom,Disneyland_Paris,Europe
639089318,4,2018-12,Germany,Disneyland_California,Europe
323064358,4,2015-10,United States,Disneyland_California,Americas
584415125,1,2018-6,United Kingdom,Disneyland_Paris,Europe
199899535,4,2014-4,Malaysia,Disneyland_Paris,Asia
280434086,4,2015-5,United States,Disneyland_California,Americas
252193768,5,2014-6,United States,Disneyland_California,Americas
227419954,4,missing,United Kingdom,Disneyland_Paris,Europe
172275637,2,2013-8,United Kingdom,Disneyland_Paris,Europe
117618684,5,missing,Malaysia,Disneyland_HongKong,Asia
236936063,4,2014-10,United Kingdom,Disneyland_Paris,Europe
259297599,3,2014-4,United States,Disneyland_HongKong,Americas
321238658,2,2015-10,United States,Disneyland_California,Americas
297401245,4,2015-7,United States,Disneyland_California,Americas
275736239,5,2015-5,United Kingdom,Disneyland_Paris,Europe
365638304,5,2016-4,United States,Disneyland_HongKong,Americas
31174157,5,missing,United Kingdom,Disneyland_Paris,Europe
208160711,5,missing,United States,Disneyland_California,Americas
588689186,5,2018-6,Kenya,Disneyland_HongKong,Africa
224918694,4,2014-8,United Kingdom,Disneyland_Paris,Europe
213067446,5,2014-3,United States,Disneyland_California,Americas
173875710,4,2013-8,Canada,Disneyland_California,Americas
433055403,1,2016-10,United States,Disneyland_California,Americas
153329552,5,2012-12,United States,Disneyland_California,Americas
126213642,5,2011-7,United States,Disneyland_California,Americas
123158782,3,2012-1,Canada,Disneyland_California,Americas
372589365,5,2016-4,United Kingdom,Disneyland_Paris,Europe
420368687,5,2016-3,United States,Disneyland_California,Americas
360522822,2,2016-3,United States,Disneyland_California,Americas
387100696,3,2016-6,Indonesia,Disneyland_Paris,Asia
143352185,5,2012-7,United Kingdom,Disneyland_Paris,Europe
613328914,4,2018-8,Australia,Disneyland_California,Oceania
479057739,4,2017-4,New Zealand,Disneyland_California,Oceania
456068686,4,2017-1,United States,Disneyland_Paris,Americas
324623365,5,2015-10,Philippines,Disneyland_HongKong,Asia
436387327,5,2016-10,United States,Disneyland_California,Americas
459499473,5,2016-12,Hong Kong,Disneyland_HongKong,Asia
207195525,5,missing,United States,Disneyland_California,Americas
179879893,4,2013-9,Australia,Disneyland_California,Oceania
379983415,2,2016-6,United Kingdom,Disneyland_Paris,Europe
431665507,3,2015-11,Hong Kong,Disneyland_HongKong,Asia
291435327,4,2015-7,United Kingdom,Disneyland_Paris,Europe
616714328,5,2018-9,United Kingdom,Disneyland_Paris,Europe
333702398,5,2015-12,United Kingdom,Disneyland_Paris,Europe
297906700,5,2014-9,United Kingdom,Disneyland_Paris,Europe
120182633,5,2011-10,United States,Disneyland_California,Americas
198069386,5,2014-2,United Kingdom,Disneyland_Paris,Europe
317712183,5,2015-10,Australia,Disneyland_California,Oceania
131181266,3,2012-5,Malaysia,Disneyland_HongKong,Asia
346800491,4,2016-2,United Kingdom,Disneyland_Paris,Europe
208023192,3,2014-5,United Kingdom,Disneyland_Paris,Europe
327257264,5,2015-11,Ireland,Disneyland_Paris,Europe
308716927,4,2015-7,Hong Kong,Disneyland_HongKong,Asia
509445610,5,2017-7,United States,Disneyland_California,Americas
175577673,5,2013-8,United States,Disneyland_California,Americas
345726452,4,2016-2,Australia,Disneyland_HongKong,Oceania
565145481,5,2018-3,United States,Disneyland_Paris,Americas
118082642,4,2011-8,Canada,Disneyland_Paris,Americas
288543582,5,2015-6,United States,Disneyland_California,Americas
502311244,5,2017-7,United States,Disneyland_California,Americas
159450327,5,2013-5,United Kingdom,Disneyland_Paris,Europe
334474296,4,2015-12,United States,Disneyland_California,Americas
200363098,4,2014-3,United Kingdom,Disneyland_Paris,Europe
281228195,5,2014-7,Canada,Disneyland_California,Americas
126116495,4,missing,United States,Disneyland_California,Americas
487534831,5,2017-2,United Kingdom,Disneyland_Paris,Europe
122629917,4,2011-12,Malaysia,Disneyland_HongKong,Asia
275714379,3,2015-5,United Kingdom,Disneyland_Paris,Europe
347195339,4,2016-2,Belgium,Disneyland_Paris,Europe
334258516,4,2015-12,United States,Disneyland_HongKong,Americas
598658423,5,2018-5,United States,Disneyland_California,Americas
362590643,3,2016-3,United States,Disneyland_California,Americas
124996826,3,missing,New Zealand,Disneyland_Paris,Oceania
278690981,5,2014-7,Philippines,Disneyland_HongKong,Asia
626066007,1,2018-10,United Kingdom,Disneyland_California,Europe
